name,short_name,type_ru,justification,lng,nearest_distance_m,nearest_monument,article,score
Дворец пионеров и школьников имени Аркадия Петровича Гайдара,Дворец Гайдара,усадьба / дворец / особняк,"Подойдёт для спокойного знакомства с московской усадебной архитектурой. Считается ценной частью городской среды. До ближайшего монумента — «Скульптура из дерева», около 1.93 км.",37.743987,1930,Скульптура из дерева,https://ru.wikipedia.org/wiki/%D0%94%D0%B2%D0%BE%D1%80%D0%B5%D1%86_%D1%82%D0%B2%D0%BE%D1%80%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B0_%D0%B4%D0%B5%D1%82%D0%B5%D0%B9_%D0%B8_%D0%BC%D0%BE%D0%BB%D0%BE%D0%B4%D1%91%D0%B6%D0%B8_%D0%B8%D0%BC%D0%B5%D0%BD%D0%B8_%D0%90._%D0%9F._%D0%93%D0%B0%D0%B9%D0%B4%D0%B0%D1%80%D0%B0,84
Ансамбль Рогожской старообрядческой общины,Ансамбль Рогожской старообрядческой,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть региональный охранный статус. До ближайшего монумента — «Московские Кольца», около 1.91 км.",37.701866,1914,Московские Кольца,https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D1%81%D0%B0%D0%BC%D0%B1%D0%BB%D1%8C_%D0%A0%D0%BE%D0%B3%D0%BE%D0%B6%D1%81%D0%BA%D0%BE%D0%B9_%D1%81%D1%82%D0%B0%D1%80%D0%BE%D0%BE%D0%B1%D1%80%D1%8F%D0%B4%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B9_%D0%BE%D0%B1%D1%89%D0%B8%D0%BD%D1%8B,84
Храм Рождества Пресвятой Богородицы в Бутырской слободе,Храм Рождества Богородицы,исторический храм / монастырь,"Сохранившийся православный храм в Москве. До ближайшего монумента — «Еврейский музей», около 1.89 км.",37.584653,1886,Еврейский музей,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%B0%D0%BC_%D0%A0%D0%BE%D0%B6%D0%B4%D0%B5%D1%81%D1%82%D0%B2%D0%B0_%D0%9F%D1%80%D0%B5%D1%81%D0%B2%D1%8F%D1%82%D0%BE%D0%B9_%D0%91%D0%BE%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D1%86%D1%8B_%D0%B2_%D0%91%D1%83%D1%82%D1%8B%D1%80%D1%81%D0%BA%D0%BE%D0%B9_%D1%81%D0%BB%D0%BE%D0%B1%D0%BE%D0%B4%D0%B5,84
Храм великомученицы Параскевы Пятницы в Качалове,Храм Параскевы Пятницы,исторический храм / монастырь,"Тихая архитектурная точка, заметная в исторической среде района. Есть региональный охранный статус. До ближайшего монумента — «Знаменское-Садки», около 1.87 км.",37.580758,1870,Знаменское-Садки,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%B0%D0%BC_%D0%9F%D0%B0%D1%80%D0%B0%D1%81%D0%BA%D0%B5%D0%B2%D1%8B_%D0%9F%D1%8F%D1%82%D0%BD%D0%B8%D1%86%D1%8B_%D0%B2_%D0%9A%D0%B0%D1%87%D0%B0%D0%BB%D0%BE%D0%B2%D0%B5,84
Храм Рождества Христова на Рогожском,Храм Рождества Христова,исторический храм / монастырь,"Тихая архитектурная точка, заметная в исторической среде района. Есть федеральный охранный статус. До ближайшего монумента — «Московские Кольца», около 1.87 км.",37.7025,1870,Московские Кольца,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%B0%D0%BC_%D0%A0%D0%BE%D0%B6%D0%B4%D0%B5%D1%81%D1%82%D0%B2%D0%B0_%D0%A5%D1%80%D0%B8%D1%81%D1%82%D0%BE%D0%B2%D0%B0_%D0%BD%D0%B0_%D0%A0%D0%BE%D0%B3%D0%BE%D0%B6%D1%81%D0%BA%D0%BE%D0%BC_%D0%BA%D0%BB%D0%B0%D0%B4%D0%B1%D0%B8%D1%89%D0%B5,84
Дом причта на Рогожском,Дом причта,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть региональный охранный статус. До ближайшего монумента — «Су-27», около 1.86 км.",37.701666666,1856,Су-27,https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%BC_%D0%BF%D1%80%D0%B8%D1%87%D1%82%D0%B0_(%D0%A0%D0%BE%D0%B3%D0%BE%D0%B6%D1%81%D0%BA%D0%B0%D1%8F_%D1%81%D0%BB%D0%BE%D0%B1%D0%BE%D0%B4%D0%B0),84
Динамо,Динамо,спортивная арена / стадион,"Спортивный комплекс. До ближайшего монумента — «Речной вокзал», около 1.83 км.",37.49527778,1827,Речной вокзал,"https://ru.wikipedia.org/wiki/%D0%94%D0%B8%D0%BD%D0%B0%D0%BC%D0%BE_(%D0%B4%D0%B2%D0%BE%D1%80%D0%B5%D1%86_%D1%81%D0%BF%D0%BE%D1%80%D1%82%D0%B0,_%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0)",84
Главный дом усадьбы Ф.А. Васильева (Архангельское),Усадьба Васильева,усадьба / дворец / особняк,"Подойдёт для спокойного знакомства с московской усадебной архитектурой. Есть региональный охранный статус. До ближайшего монумента — «Rainbow», около 6.87 км.",37.43445,6865,Rainbow,,83
Церковь Николая Чудотворца (Кувекино),Церковь Николая Чудотворца,исторический храм / монастырь,"Тихая архитектурная точка, заметная в исторической среде района. Есть региональный охранный статус. До ближайшего монумента — «Дерево желаний», около 6.71 км.",37.435031,6706,Дерево желаний,,83
Парк усадьбы «Яковлево» (Яковлево),Усадьба,усадьба / дворец / особняк,"Подойдёт для спокойного знакомства с московской усадебной архитектурой. Есть региональный охранный статус. До ближайшего монумента — «МНС», около 6.53 км.",37.39868,6533,МНС,,83
Главный дом,Главный дом,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть выявленный охранный статус. До ближайшего монумента — «Флигель», около 6.05 км.",37.226806,6054,Флигель,,83
Церковь Покрова Пресвятой Богородицы (Большое Покровское),Церковь Покрова Богородицы,исторический храм / монастырь,"Тихая архитектурная точка, заметная в исторической среде района. Есть региональный охранный статус. До ближайшего монумента — «Лосиха и лосёнок», около 5.61 км.",37.232531,5609,Лосиха и лосёнок,,83
Церковь Троицы Живоначальной в Берёзках (Середнёво),Церковь Троицы,исторический храм / монастырь,"Тихая архитектурная точка, заметная в исторической среде района. Есть региональный охранный статус. До ближайшего монумента — «Беседка ""Прибрежная""», около 4.79 км.",37.27411,4788,"Беседка ""Прибрежная""",,83
Парк (Остафьево),Парк,знаковое городское место,"Место для прогулки и передышки от плотной городской застройки. Есть федеральный охранный статус. До ближайшего монумента — «Дерево желаний», около 4.06 км.",37.497818,4059,Дерево желаний,,83
Главный дом с двумя флигелями (Остафьево),Главный дом двумя,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть федеральный охранный статус. До ближайшего монумента — «Дерево желаний», около 3.81 км.",37.501313,3810,Дерево желаний,,83
Бывшее реальное училище для детей (Остафьево),Бывшее реальное училище,историческое здание,"Заметный след старой образовательной городской среды. Есть региональный охранный статус. До ближайшего монумента — «Дерево желаний», около 3.81 км.",37.504496,3808,Дерево желаний,,83
Церковь Троицы Живоначальной (Остафьево),Церковь Троицы,исторический храм / монастырь,"Тихая архитектурная точка, заметная в исторической среде района. Есть федеральный охранный статус. До ближайшего монумента — «Дерево желаний», около 3.60 км.",37.503722,3597,Дерево желаний,,83
Суконная фабрика К.М. Матвеева (Остафьево),Фабрика Матвеева,историческое здание,"Напоминает об индустриальном слое московской архитектуры. Есть региональный охранный статус. До ближайшего монумента — «Дерево желаний», около 3.58 км.",37.502769,3584,Дерево желаний,,83
Усадьба «Бачурино» (Бачурино),Усадьба Бачурино,усадьба / дворец / особняк,"Подойдёт для спокойного знакомства с московской усадебной архитектурой. Есть региональный охранный статус. До ближайшего монумента — «Знаменское-Садки», около 3.37 км.",37.50545,3370,Знаменское-Садки,,83
Изопарк (галерея),Музей Изопарк галерея,музей,"Хороший вариант для короткого визита, если интересны экспозиции и локальные коллекции. До ближайшего монумента — «Bitsa forest», около 3.18 км.",37.5113279,3184,Bitsa forest,https://ru.wikipedia.org/wiki/%D0%98%D0%B7%D0%BE%D0%BF%D0%B0%D1%80%D0%BA_(%D0%B3%D0%B0%D0%BB%D0%B5%D1%80%D0%B5%D1%8F),83
Звонница (Северный),Звонница,историческое здание,"Тихая архитектурная точка, заметная в исторической среде района. Есть федеральный охранный статус. До ближайшего монумента — «Airship», около 3.06 км.",37.54728817,3056,Airship,,83
Часовня (Северный),Часовня,исторический храм / монастырь,"Тихая архитектурная точка, заметная в исторической среде района. Есть федеральный охранный статус. До ближайшего монумента — «Airship», около 3.03 км.",37.54718037,3031,Airship,,83
Владимирская церковь (Северный),Церковь,исторический храм / монастырь,"Тихая архитектурная точка, заметная в исторической среде района. Есть федеральный охранный статус. До ближайшего монумента — «Airship», около 3.00 км.",37.54651562,3001,Airship,,83
Дом причта (богадельня) (Северный),Дом причта богадельня,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть федеральный охранный статус. До ближайшего монумента — «Airship», около 2.99 км.",37.54661444,2993,Airship,,83
храм Казанской иконы Божией Матери,Храм Казанской иконы,исторический храм / монастырь,"Сохранившийся православный храм в деревне Сосенки Новомосковского административного округа. До ближайшего монумента — «Красный Бык», около 2.96 км.",37.44196,2962,Красный Бык,,83
Нагатинская улица 4А c1,Нагатинская улица 4А,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Сохраняет признаки объекта наследия. До ближайшего монумента — «龙庙», около 2.89 км.",37.627678,2893,龙庙,,83
1-я Муравская улица 39 c1,1-я Муравская улица,исторический храм / монастырь,"Храм Рождества Христова в Рождествено. До ближайшего монумента — «Парк Митино», около 2.83 км.",37.367633,2829,Парк Митино,,83
