score,short_name,name,type_ru,lat,lng,nearest_distance_m,nearest_monument,justification,article,qid,layer
"84","суворовское военное","Московское суворовское военное училище","спортивный объект","55.879694","37.668417","1990","Пограничный столб","Московское суворовское военное училище — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. До ближайшего монумента («Пограничный столб») около 1.99 км.","https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5_%D1%81%D1%83%D0%B2%D0%BE%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5_%D0%B2%D0%BE%D0%B5%D0%BD%D0%BD%D0%BE%D0%B5_%D1%83%D1%87%D0%B8%D0%BB%D0%B8%D1%89%D0%B5","Q4304417","sports"
"84","Перовский дворец","Перовский дворец","усадьба / дворец / особняк","55.741466","37.7752","1987","Музей Вадима Сидура","Перовский дворец — не сохранившееся историческое здание. Охранный статус: объект культурного наследия России регионального значения. До ближайшего монумента («Музей Вадима Сидура») около 1.99 км.","https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D0%B4%D0%B2%D0%BE%D1%80%D0%B5%D1%86","Q4351675","heritage_building"
"84","Перовский парк","Перовский парк","знаковое городское место","55.741466","37.7752","1987","Музей Вадима Сидура","Перовский парк — узнаваемое городское место, связанное с прогулками, событиями или повседневной жизнью района. Охранный статус: объект культурного наследия России. До ближайшего монумента («Музей Вадима Сидура») около 1.99 км.","https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D0%BF%D0%B0%D1%80%D0%BA","Q4351676","heritage_building"
"84","Знаменская церковь","Знаменская церковь в Перово","исторический храм / монастырь","55.743122222","37.773036111","1981","Музей Вадима Сидура","Знаменская церковь в Перово — православный храм в районе Перово города Москвы. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Музей Вадима Сидура») около 1.98 км.","https://ru.wikipedia.org/wiki/%D0%97%D0%BD%D0%B0%D0%BC%D0%B5%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D1%86%D0%B5%D1%80%D0%BA%D0%BE%D0%B2%D1%8C_%D0%B2_%D0%9F%D0%B5%D1%80%D0%BE%D0%B2%D0%B5","Q4192816","heritage_building"
"84","Храм","Храм Покрова Пресвятой Богородицы в Покровском-Стрешневе","исторический храм / монастырь","55.814763888","37.4717","1981","Стадион Спартак","Храм Покрова Пресвятой Богородицы в Покровском-Стрешневе — храмовый или монастырский объект с архитектурной, исторической и локальной культурной ценностью. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Стадион Спартак») около 1.98 км.","https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%B0%D0%BC_%D0%9F%D0%BE%D0%BA%D1%80%D0%BE%D0%B2%D0%B0_%D0%9F%D1%80%D0%B5%D1%81%D0%B2%D1%8F%D1%82%D0%BE%D0%B9_%D0%91%D0%BE%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D1%86%D1%8B_%D0%B2_%D0%9F%D0%BE%D0%BA%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%BC-%D0%A1%D1%82%D1%80%D0%B5%D1%88%D0%BD%D0%B5%D0%B2%D0%B5","Q19728280","heritage_building"
"84","Церковь","Церковь Николая Чудотворца в Бирюлёве","исторический храм / монастырь","55.589901","37.65161","1952","Japanese corner","Церковь Николая Чудотворца в Бирюлёве — храмовый или монастырский объект с архитектурной, исторической и локальной культурной ценностью. Охранный статус: выявленный объект культурного наследия России. До ближайшего монумента («Japanese corner») около 1.95 км.","https://ru.wikipedia.org/wiki/%D0%A6%D0%B5%D1%80%D0%BA%D0%BE%D0%B2%D1%8C_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D1%8F_%D0%A7%D1%83%D0%B4%D0%BE%D1%82%D0%B2%D0%BE%D1%80%D1%86%D0%B0_%D0%B2_%D0%91%D0%B8%D1%80%D1%8E%D0%BB%D1%91%D0%B2%D0%B5","Q4504819","heritage_building"
"84","пионеров и","Дворец пионеров и школьников имени Аркадия Петровича Гайдара","усадьба / дворец / особняк","55.691846","37.743987","1930","Скульптура из дерева","Дворец пионеров и школьников имени Аркадия Петровича Гайдара — историческая усадьба, дворец или особняк с выразительной архитектурой и собственной историей места. Охранный статус: исторически ценный градоформирующий (средоформирующий) объект. До ближайшего монумента («Скульптура из дерева») около 1.93 км.","https://ru.wikipedia.org/wiki/%D0%94%D0%B2%D0%BE%D1%80%D0%B5%D1%86_%D1%82%D0%B2%D0%BE%D1%80%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B0_%D0%B4%D0%B5%D1%82%D0%B5%D0%B9_%D0%B8_%D0%BC%D0%BE%D0%BB%D0%BE%D0%B4%D1%91%D0%B6%D0%B8_%D0%B8%D0%BC%D0%B5%D0%BD%D0%B8_%D0%90._%D0%9F._%D0%93%D0%B0%D0%B9%D0%B4%D0%B0%D1%80%D0%B0","Q4155953","heritage_building"
"84","Ансамбль Рогожской","Ансамбль Рогожской старообрядческой общины","историческое здание","55.738783","37.701866","1914","Московские Кольца","Ансамбль Рогожской старообрядческой общины — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России регионального значения. До ближайшего монумента («Московские Кольца») около 1.91 км.","https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D1%81%D0%B0%D0%BC%D0%B1%D0%BB%D1%8C_%D0%A0%D0%BE%D0%B3%D0%BE%D0%B6%D1%81%D0%BA%D0%BE%D0%B9_%D1%81%D1%82%D0%B0%D1%80%D0%BE%D0%BE%D0%B1%D1%80%D1%8F%D0%B4%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B9_%D0%BE%D0%B1%D1%89%D0%B8%D0%BD%D1%8B","Q108479375","heritage_building"
"84","Храм","Храм Рождества Пресвятой Богородицы в Бутырской слободе","исторический храм / монастырь","55.800903","37.584653","1886","Еврейский музей","Храм Рождества Пресвятой Богородицы в Бутырской слободе — православный храм в Москве. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Еврейский музей») около 1.89 км.","https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%B0%D0%BC_%D0%A0%D0%BE%D0%B6%D0%B4%D0%B5%D1%81%D1%82%D0%B2%D0%B0_%D0%9F%D1%80%D0%B5%D1%81%D0%B2%D1%8F%D1%82%D0%BE%D0%B9_%D0%91%D0%BE%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D1%86%D1%8B_%D0%B2_%D0%91%D1%83%D1%82%D1%8B%D1%80%D1%81%D0%BA%D0%BE%D0%B9_%D1%81%D0%BB%D0%BE%D0%B1%D0%BE%D0%B4%D0%B5","Q2510168","heritage_building"
"84","Храм","Храм великомученицы Параскевы Пятницы в Качалове","исторический храм / монастырь","55.571528","37.580758","1870","Знаменское-Садки","Храм великомученицы Параскевы Пятницы в Качалове — храмовый или монастырский объект с архитектурной, исторической и локальной культурной ценностью. Охранный статус: объект культурного наследия России регионального значения. До ближайшего монумента («Знаменское-Садки») около 1.87 км.","https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%B0%D0%BC_%D0%9F%D0%B0%D1%80%D0%B0%D1%81%D0%BA%D0%B5%D0%B2%D1%8B_%D0%9F%D1%8F%D1%82%D0%BD%D0%B8%D1%86%D1%8B_%D0%B2_%D0%9A%D0%B0%D1%87%D0%B0%D0%BB%D0%BE%D0%B2%D0%B5","Q1890755","heritage_building"
